cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.87,983,D1397,T002,37.8,0.62,5.1,0,0,0.4,283,0.31,266,0.137,15,3,0,211,0.8,0.02,8/23/24,0.76
0.2,1653,D9776,T001,3.2,0.4,3.0,10,5,0.21,46,0.97,275,0.019,17,1,8,10,0.61,0.1,2/9/25,0.8
0.83,1123,D3467,T006,36.2,0.56,6.0,19,7,0.77,42,0.98,40,0.025,8,7,8,303,0.1,0.21,2/7/24,0.23
0.36,1626,D6446,T005,48.8,0.6,6.0,14,3,0.45,279,0.73,128,0.057,15,12,9,201,0.51,0.28,5/27/24,0.74
0.63,2198,D5563,T004,13.2,0.6,5.1,14,3,0.29,11,0.45,202,0.129,2,15,1,217,0.83,0.11,5/9/25,0.37
1.0,1622,D3217,T009,34.3,0.77,5.1,4,4,0.6,288,0.75,275,0.041,15,11,8,314,0.88,0.23,6/17/24,0.69
0.73,908,D2926,T008,24.8,0.52,3.5,3,0,0.75,224,0.44,81,0.024,17,15,6,85,0.76,0.21,3/21/25,0.88
0.39,2101,D2721,T007,23.1,0.48,4.5,20,3,0.55,279,0.61,273,0.001,23,15,5,287,0.41,0.5,3/11/25,0.55
0.53,1900,D6107,T001,38.0,0.48,4.0,10,4,0.39,217,0.1,296,0.145,24,7,8,261,0.08,0.19,6/18/25,0.7
0.19,2525,D3348,T012,10.5,0.56,5.1,19,10,0.99,309,0.82,128,0.115,2,0,7,294,0.59,0.46,6/17/24,0.35
0.67,1352,D5307,T011,27.1,0.61,5.2,12,4,0.59,188,0.94,49,0.123,3,6,8,299,0.27,0.37,7/31/25,0.66
0.57,374,D4703,T010,26.9,0.39,4.0,6,3,0.06,2,0.85,58,0.062,14,10,1,240,0.01,0.3,12/19/24,0.38
0.93,279,D9938,T004,48.6,0.51,6.0,8,10,1.0,356,0.65,251,0.041,20,0,0,203,0.03,0.23,4/16/24,0.73
0.79,1632,D5157,T003,18.0,0.53,4.5,0,3,0.59,91,0.41,12,0.093,10,6,7,195,0.42,0.05,5/29/25,0.94
0.39,1237,D6991,T002,24.5,0.41,4.0,13,8,0.56,364,0.17,71,0.032,13,8,7,324,0.61,0.33,4/22/25,0.23
0.26,1536,D1329,T007,46.5,0.47,5.0,18,1,0.92,60,0.77,69,0.0,5,2,9,287,0.84,0.36,2/24/26,0.41
0.85,158,D9281,T006,41.3,0.62,5.1,1,1,0.08,340,0.86,146,0.106,14,4,3,264,0.32,0.02,2/23/25,0.46
0.13,439,D1273,T005,31.9,0.4,4.0,3,0,0.1,214,0.13,170,0.023,17,1,7,67,0.89,0.14,12/6/24,0.85
0.49,2163,D4054,T010,38.7,0.63,5.1,8,1,0.47,282,0.68,121,0.043,1,8,8,358,0.68,0.46,5/1/25,0.85
0.9,2106,D4451,T009,22.5,0.53,5.0,11,10,0.95,181,0.26,28,0.105,18,5,8,47,0.29,0.19,12/20/25,0.62
0.25,2888,D4084,T008,2.7,0.44,4.5,6,2,0.28,328,0.11,101,0.069,18,9,4,157,0.64,0.16,10/6/24,0.95
0.48,2197,D6067,T001,47.6,0.71,3.0,19,8,0.66,85,0.8,76,0.06,25,4,3,83,0.95,0.48,2/23/26,0.93
0.12,2039,D9306,T012,24.1,0.5,5.2,11,9,0.04,124,0.83,163,0.086,29,12,5,204,0.46,0.44,4/20/24,0.33
0.23,2972,D4050,T011,23.8,0.43,3.0,0,2,0.19,53,0.63,61,0.057,11,10,6,165,0.37,0.15,2/9/26,0.67
0.45,2592,D1724,T004,25.1,0.46,3.0,11,5,0.91,91,0.16,213,0.111,20,0,5,113,0.49,0.12,8/4/24,0.79
0.19,1641,D7956,T003,15.9,0.44,6.0,3,6,0.77,237,0.59,214,0.032,28,4,2,342,0.39,0.14,9/3/25,0.74
0.23,804,D3610,T002,21.8,0.31,4.0,5,3,0.68,154,0.41,88,0.069,27,7,3,102,0.4,0.39,12/18/24,0.38
0.83,1594,D4237,T007,43.5,0.7,5.1,13,8,0.01,57,0.92,86,0.117,30,2,6,273,0.5,0.47,6/11/25,0.81
0.72,1406,D2899,T006,0.6,0.58,3.0,12,10,0.77,65,0.19,226,0.121,9,12,7,82,0.86,0.21,9/10/25,0.62
0.37,1374,D2353,T005,47.9,0.41,4.0,15,0,0.16,198,0.18,101,0.027,21,13,4,145,0.38,0.26,12/20/24,0.71
0.66,413,D5947,T010,40.6,0.68,6.0,4,9,0.51,167,0.93,205,0.14,23,3,10,20,0.9,0.04,3/8/25,0.44
0.42,249,D8504,T009,26.7,0.4,3.5,7,2,0.63,272,0.12,84,0.095,13,4,1,182,0.32,0.45,12/6/25,0.76
0.83,597,D3928,T008,18.5,0.52,5.0,1,9,0.67,250,0.75,182,0.007,24,13,10,20,0.45,0.41,10/27/24,0.51
0.3,1823,D9175,T001,46.5,0.5,6.0,17,6,0.34,325,0.74,185,0.092,11,0,7,301,0.22,0.41,8/3/24,0.64
0.72,2877,D2591,T012,39.1,0.48,5.2,13,3,0.27,145,0.27,150,0.007,19,4,0,92,0.5,0.4,8/14/24,0.35
0.46,576,D5502,T011,27.0,0.55,3.5,9,9,0.37,98,0.27,35,0.108,15,7,8,221,0.75,0.11,2/3/26,0.61
0.79,1812,D8600,T004,33.2,0.72,5.1,11,10,0.54,306,0.99,267,0.083,12,10,1,111,0.98,0.11,10/20/24,0.35
0.42,2110,D3926,T003,30.4,0.53,5.0,17,2,0.4,120,0.49,59,0.004,6,3,6,284,1.0,0.5,6/11/24,0.44
0.58,2092,D3731,T002,18.5,0.54,3.5,2,3,0.45,287,0.25,171,0.06,14,9,8,323,0.39,0.01,10/1/25,0.99
0.87,918,D8559,T007,28.9,0.56,4.0,2,0,0.68,165,0.25,135,0.131,14,14,3,241,0.37,0.49,5/27/25,0.22
0.65,1431,D9377,T006,34.2,0.49,5.2,18,10,0.74,312,0.55,21,0.086,28,11,7,11,0.08,0.39,7/16/24,0.32
0.84,2281,D4673,T005,45.4,0.63,5.0,20,2,0.97,171,0.5,224,0.027,13,12,10,1,0.92,0.09,5/21/24,0.79
0.25,1183,D5225,T010,37.6,0.41,6.0,2,7,0.3,49,0.47,185,0.137,14,8,7,107,0.34,0.17,8/4/25,0.4
0.74,344,D2831,T009,35.8,0.67,6.0,1,5,0.79,149,0.65,229,0.107,3,14,6,246,0.99,0.07,1/9/26,0.83
0.68,1993,D9803,T008,20.3,0.65,4.0,1,10,0.07,35,0.82,207,0.131,13,15,10,125,0.84,0.48,5/3/24,0.11
0.65,1340,D9209,T012,37.3,0.57,4.5,8,5,0.62,75,0.87,254,0.034,5,12,8,298,0.26,0.49,11/17/24,0.63
0.35,1619,D3106,T011,28.4,0.39,3.0,9,4,0.71,288,0.13,253,0.078,21,9,2,113,0.14,0.15,5/30/24,0.43
0.61,2924,D4728,T003,13.9,0.44,4.5,19,4,0.91,233,0.32,42,0.111,4,6,8,116,0.26,0.26,9/6/24,0.26
0.55,1589,D1917,T002,25.4,0.54,4.5,20,1,0.96,340,0.61,293,0.002,27,8,5,103,0.64,0.37,4/2/25,0.13
0.57,2082,D4226,T001,15.5,0.47,6.0,2,5,0.28,194,0.44,86,0.097,24,7,3,89,0.93,0.36,12/31/24,0.11
0.35,126,D9824,T006,8.2,0.45,4.0,16,7,0.67,163,0.61,231,0.066,3,2,7,249,0.31,0.46,7/6/24,0.9
0.75,1131,D5079,T005,16.4,0.63,6.0,15,10,0.28,208,0.5,273,0.088,20,15,2,0,0.64,0.15,12/15/24,0.64
0.63,2696,D8041,T004,23.8,0.49,3.0,3,7,0.59,37,0.62,287,0.081,19,3,1,163,0.46,0.24,4/24/24,0.28
0.66,2064,D1919,T010,34.4,0.45,4.0,1,10,0.28,303,0.5,137,0.011,19,15,6,166,0.27,0.29,10/16/25,0.52
0.95,1223,D4267,T009,35.8,0.54,4.0,6,3,0.02,9,0.15,201,0.097,13,9,10,233,0.41,0.4,8/8/24,0.84
0.7,1036,D1092,T008,15.3,0.53,5.2,9,5,0.45,134,0.39,171,0.071,13,11,2,137,0.52,0.28,2/19/26,0.52
0.27,2272,D3587,T007,28.6,0.29,5.0,9,9,0.16,241,0.2,175,0.046,24,4,3,163,0.23,0.2,9/16/25,0.19
0.77,296,D6468,T001,28.3,0.39,5.2,16,5,0.87,270,0.12,268,0.062,10,1,0,249,0.12,0.4,10/11/25,0.15
0.58,1385,D5183,T012,16.1,0.53,3.5,14,3,0.36,184,0.36,245,0.116,6,7,2,358,0.02,0.34,9/10/25,0.91
0.41,403,D5271,T011,29.5,0.49,6.0,13,2,0.09,166,0.58,297,0.043,7,6,2,68,0.44,0.16,7/24/25,0.98
0.51,725,D4770,T004,5.0,0.59,5.1,6,4,0.54,96,0.7,75,0.086,30,1,2,295,0.77,0.03,11/4/25,0.8
0.4,1744,D6351,T003,0.4,0.46,5.2,19,6,0.15,294,0.26,228,0.068,27,10,0,10,0.58,0.11,6/29/25,0.36
0.16,748,D3493,T002,30.5,0.35,3.5,2,9,0.77,262,0.17,47,0.084,13,6,7,272,0.09,0.41,10/28/25,0.86
0.11,1369,D6296,T007,50.0,0.48,5.1,20,4,0.88,33,0.82,209,0.129,0,2,3,184,0.4,0.48,2/16/24,0.49
0.83,958,D8486,T006,20.8,0.53,3.5,19,5,0.8,61,0.18,56,0.137,11,6,5,83,0.18,0.24,1/17/24,0.95
0.29,211,D7234,T005,1.3,0.36,4.5,14,1,0.05,70,0.37,204,0.041,14,6,6,181,0.42,0.2,8/27/25,0.89
0.77,222,D1560,T009,45.4,0.61,3.5,12,10,0.03,254,0.83,174,0.132,0,8,5,83,0.18,0.17,1/22/26,0.28
0.23,2947,D9496,T008,43.3,0.4,4.0,1,9,0.62,240,0.32,200,0.019,26,9,3,71,0.56,0.08,6/4/24,0.79
0.19,856,D1560,T012,26.0,0.46,4.5,14,10,0.33,337,0.46,77,0.016,11,8,9,128,0.89,0.33,2/4/26,0.37
0.83,1422,D2346,T011,23.9,0.54,5.0,19,10,0.22,336,0.1,74,0.135,4,6,1,65,0.48,0.4,1/31/26,0.59
0.88,510,D3202,T010,49.4,0.5,4.0,7,1,0.46,7,0.92,253,0.057,13,3,6,80,0.05,0.43,9/9/25,0.41
0.16,1030,D9269,T003,6.3,0.44,4.0,3,8,0.45,234,0.43,167,0.145,17,11,4,48,0.64,0.49,7/5/24,0.85
0.99,2207,D9504,T002,40.3,0.59,5.0,5,4,0.46,172,0.51,291,0.066,3,15,5,335,0.26,0.33,9/26/24,0.4
0.92,685,D7646,T001,16.1,0.46,4.0,7,2,0.86,324,0.45,257,0.03,6,15,6,7,0.05,0.31,4/7/25,0.13
0.74,1780,D5525,T006,39.3,0.48,3.5,5,3,0.59,71,0.7,210,0.11,7,13,6,30,0.21,0.42,5/23/24,0.23
0.71,2597,D2226,T005,14.8,0.65,4.0,8,0,0.47,217,0.67,253,0.034,4,13,6,276,0.86,0.36,9/14/24,0.87
0.46,913,D3600,T004,26.3,0.54,4.5,4,9,0.23,181,0.95,286,0.029,30,11,8,8,1.0,0.5,4/12/24,0.57
0.88,2713,D2656,T009,32.0,0.69,5.2,8,4,0.67,53,0.7,224,0.144,8,10,4,29,0.84,0.49,12/31/25,0.88
0.84,267,D6940,T008,23.3,0.52,5.1,8,1,0.76,195,0.59,259,0.023,7,5,10,139,0.61,0.26,9/4/24,0.85
0.9,1916,D8180,T007,5.9,0.58,4.0,10,0,0.1,72,0.21,278,0.142,20,9,10,105,0.74,0.3,11/1/24,0.71
0.61,1970,D4430,T012,13.8,0.46,5.2,11,5,0.46,129,0.12,176,0.015,20,1,3,14,0.95,0.13,7/25/25,0.42
0.19,263,D1420,T011,43.2,0.48,5.2,14,7,0.81,177,0.97,214,0.087,20,1,9,201,0.24,0.37,8/9/24,0.68
0.83,2098,D2615,T010,25.9,0.62,5.0,18,6,0.6,287,0.32,31,0.089,18,12,9,53,0.49,0.42,8/12/25,0.65
0.66,697,D9978,T003,5.2,0.37,5.2,12,2,0.32,174,0.17,52,0.107,7,9,6,134,0.09,0.22,6/7/24,0.58
0.27,1893,D3914,T002,5.6,0.44,5.1,5,5,0.7,185,0.44,269,0.106,17,9,0,172,0.26,0.15,2/11/25,0.78
0.79,2147,D9146,T001,15.8,0.5,5.1,19,8,0.91,45,0.59,61,0.06,2,9,3,88,0.32,0.32,10/16/25,0.4
0.62,1384,D9145,T006,35.9,0.66,6.0,19,3,0.27,53,0.19,248,0.148,26,7,5,274,0.92,0.03,8/28/25,0.83
0.27,2994,D5045,T005,18.2,0.46,5.2,8,6,0.54,186,0.57,173,0.086,2,7,5,133,0.4,0.48,7/5/25,0.82
0.7,1025,D4149,T004,14.8,0.56,4.5,6,2,0.84,225,0.35,257,0.125,13,0,0,125,0.49,0.28,2/26/25,0.68
0.28,2759,D2570,T009,47.3,0.67,4.0,10,1,0.38,253,0.98,218,0.148,15,12,1,15,0.77,0.07,11/14/24,0.76
0.51,2310,D3641,T008,35.6,0.56,5.2,0,9,0.77,348,0.58,71,0.05,2,11,0,73,0.67,0.31,1/20/26,0.63
0.49,2052,D4525,T007,28.5,0.56,3.0,11,1,0.43,361,0.96,261,0.084,24,0,4,177,0.17,0.47,11/8/25,0.23
0.88,827,D9494,T012,1.9,0.6,6.0,14,0,0.94,259,0.92,169,0.086,3,3,9,361,0.6,0.17,6/20/24,0.23
0.44,1675,D6656,T011,43.0,0.48,3.0,18,9,0.64,156,0.25,106,0.079,15,5,5,167,0.96,0.09,4/9/24,0.12
0.42,1744,D1969,T010,17.0,0.59,4.0,20,10,0.26,102,0.74,278,0.075,28,3,1,133,0.88,0.3,11/30/25,0.3
0.68,871,D8491,T004,36.9,0.53,5.0,1,10,0.37,180,0.77,270,0.007,22,5,6,197,0.53,0.02,7/9/24,0.97
0.95,527,D9893,T003,24.9,0.52,3.0,19,6,0.53,164,0.48,38,0.012,1,9,4,251,0.44,0.09,6/26/24,0.61
0.42,472,D4244,T002,35.1,0.71,3.5,16,9,0.64,339,0.92,289,0.122,9,12,9,266,0.92,0.16,10/26/24,0.69
0.91,2797,D7623,T001,27.7,0.75,5.1,14,1,0.37,280,0.55,136,0.15,7,10,10,232,0.6,0.48,2/12/24,0.85
0.84,2558,D2089,T007,6.4,0.59,6.0,12,0,0.64,5,0.44,46,0.028,3,7,7,129,0.84,0.08,7/6/24,0.66
0.43,2838,D1167,T006,35.5,0.51,4.5,13,10,0.94,132,0.85,114,0.021,20,9,9,318,0.04,0.37,3/1/25,0.89
0.9,2723,D7388,T005,46.2,0.59,4.5,12,3,0.66,313,0.74,133,0.031,29,0,1,292,0.07,0.42,8/21/24,0.11
0.39,1534,D8190,T010,19.0,0.53,5.0,20,0,0.06,236,0.61,268,0.051,5,9,6,89,0.95,0.31,1/26/24,0.28
0.52,2941,D4447,T009,36.9,0.44,4.0,19,5,0.66,34,0.2,31,0.125,16,14,7,42,0.23,0.38,1/12/26,0.32
0.58,2296,D9490,T008,38.0,0.57,5.2,18,4,0.95,146,0.25,113,0.143,17,12,1,145,0.74,0.42,2/6/24,0.36
0.33,2297,D5912,T001,48.2,0.59,4.0,9,10,0.88,184,0.98,141,0.072,11,12,2,232,0.64,0.37,5/27/24,0.3
0.1,244,D9037,T012,46.9,0.42,4.5,0,10,0.69,288,0.15,154,0.085,12,12,7,321,0.39,0.22,9/19/25,0.59
0.88,2341,D1096,T011,26.7,0.44,4.0,2,6,0.37,162,0.16,174,0.079,4,5,8,73,0.25,0.45,1/25/25,0.15
0.28,1914,D8677,T004,8.6,0.48,5.2,12,9,0.58,12,0.4,215,0.099,25,4,10,92,0.89,0.1,9/8/24,0.72
0.75,2634,D7752,T003,32.2,0.54,4.5,17,6,0.14,186,0.29,211,0.029,3,6,5,337,0.22,0.27,2/22/24,0.91
0.14,2666,D7535,T002,23.0,0.5,5.2,12,6,0.95,180,0.47,237,0.128,14,14,6,64,0.88,0.18,5/16/24,0.29
0.98,497,D1325,T007,23.8,0.65,4.0,12,7,0.93,20,0.72,195,0.146,18,0,6,227,0.9,0.29,5/18/25,0.22
0.66,817,D8693,T006,8.2,0.55,5.1,17,2,0.91,148,0.38,282,0.067,13,3,2,360,0.9,0.08,12/17/25,0.37
0.88,497,D2081,T005,42.6,0.51,3.0,0,0,0.2,33,0.22,192,0.047,4,10,5,346,0.93,0.48,1/6/25,0.18
0.77,2656,D6499,T010,10.0,0.56,3.0,0,4,0.39,5,0.78,204,0.012,22,15,6,66,0.46,0.34,1/10/25,0.76
0.66,2202,D1662,T009,45.3,0.62,5.0,0,7,0.7,143,0.63,132,0.055,8,1,5,98,0.99,0.22,10/6/24,0.98
0.95,825,D9105,T008,49.6,0.67,5.1,12,2,0.29,69,0.61,174,0.148,25,6,1,35,0.89,0.47,1/17/24,0.66
0.2,475,D9115,T001,35.8,0.3,3.5,7,3,0.63,46,0.21,174,0.03,6,12,0,95,0.7,0.24,9/11/25,0.1
0.83,730,D6421,T012,36.2,0.57,5.1,2,1,0.16,292,0.83,46,0.011,20,10,0,33,0.11,0.48,11/11/25,0.82
0.82,1518,D2859,T011,4.2,0.65,5.1,15,4,0.81,133,0.87,53,0.061,29,14,4,67,0.78,0.16,1/24/24,0.6
0.55,2505,D7317,T005,44.0,0.53,4.5,11,6,0.46,87,0.79,216,0.15,28,10,7,116,0.31,0.23,3/5/25,0.14
0.78,2862,D8871,T004,33.9,0.61,6.0,11,10,0.73,45,0.49,144,0.135,10,2,9,6,0.67,0.23,1/14/25,0.39
0.46,1847,D1989,T003,32.7,0.53,5.0,7,8,0.75,128,0.85,154,0.062,2,8,0,111,0.3,0.03,9/26/25,0.84
0.74,857,D4730,T002,7.2,0.56,3.0,5,3,0.7,259,0.52,73,0.089,2,6,4,226,0.73,0.09,6/15/24,0.11
0.31,2686,D3099,T008,21.4,0.57,3.0,9,10,0.53,81,0.95,76,0.062,10,3,9,157,0.8,0.36,1/13/25,0.4
0.45,2092,D5740,T007,24.4,0.59,4.5,13,6,0.96,310,0.37,190,0.082,2,1,2,97,0.96,0.48,5/24/24,0.75
0.95,1597,D1355,T006,47.3,0.65,4.0,5,2,0.02,7,0.89,58,0.057,15,6,9,204,0.79,0.07,5/24/25,0.49
0.63,1383,D2096,T010,16.1,0.61,6.0,12,2,0.6,261,0.31,246,0.073,28,15,9,9,0.82,0.47,4/5/25,0.89
0.61,1436,D4750,T009,39.3,0.44,4.5,10,10,0.7,352,0.53,179,0.056,28,10,7,107,0.02,0.06,12/26/25,0.31
0.88,204,D1915,T002,16.3,0.57,5.2,10,6,0.32,321,0.6,154,0.047,24,1,2,281,0.37,0.28,1/10/26,0.49
0.43,742,D3030,T001,22.8,0.66,5.2,10,1,0.28,304,0.8,242,0.067,18,6,4,284,0.99,0.06,2/23/24,0.5
0.89,348,D7904,T012,39.5,0.53,3.5,16,4,0.3,99,0.28,15,0.028,6,13,3,151,0.81,0.07,3/21/24,0.57
0.45,2040,D6147,T011,41.2,0.49,5.1,0,5,0.15,126,0.27,297,0.107,8,15,5,30,0.77,0.48,9/11/25,0.3
0.31,2698,D9052,T005,1.2,0.5,5.1,16,4,0.07,343,0.24,291,0.075,6,13,7,198,0.87,0.29,1/8/24,0.46
0.47,1937,D4588,T004,2.8,0.43,3.5,8,3,0.64,81,0.81,36,0.082,22,0,3,106,0.69,0.11,2/15/26,0.2
0.75,2241,D2018,T003,48.6,0.44,4.0,7,1,0.41,83,0.22,51,0.01,24,10,5,52,0.06,0.03,6/21/25,0.95
0.71,2664,D7366,T008,1.2,0.62,3.0,8,3,0.83,117,0.9,120,0.054,27,0,8,331,0.82,0.17,1/7/26,0.61
0.39,2571,D5892,T007,5.6,0.47,3.0,12,3,0.74,333,0.33,64,0.043,27,12,2,228,0.12,0.1,12/7/25,0.7
0.41,971,D6480,T006,13.3,0.51,4.0,20,9,0.39,77,0.17,271,0.076,26,11,4,203,0.88,0.1,7/19/24,0.58
0.21,158,D3511,T011,34.7,0.51,6.0,7,7,0.02,57,0.67,148,0.119,18,8,9,89,0.95,0.24,8/8/24,0.18
0.5,2745,D8486,T010,20.9,0.55,5.1,11,1,0.77,97,0.76,162,0.015,28,0,4,110,0.96,0.06,7/28/24,0.97
0.39,2397,D1000,T009,5.4,0.48,6.0,7,1,0.62,305,0.99,25,0.025,27,0,9,245,0.6,0.01,11/6/24,0.36
0.6,1745,D3255,T002,40.7,0.58,4.0,11,4,0.41,190,0.23,287,0.052,30,15,2,297,0.74,0.22,12/6/24,0.52
0.31,2979,D7082,T001,4.4,0.47,5.2,1,4,0.82,250,0.5,243,0.098,17,11,5,286,0.0,0.08,1/13/26,0.81
0.16,816,D5455,T012,48.0,0.33,6.0,1,10,0.72,6,0.71,154,0.075,6,8,1,211,0.03,0.4,7/11/24,0.62
0.42,2942,D2582,T005,7.2,0.45,6.0,16,1,0.24,96,0.47,166,0.016,12,2,7,79,0.75,0.15,7/14/24,0.74
0.89,2354,D4589,T004,24.5,0.77,3.0,7,10,0.55,340,0.99,201,0.078,12,10,5,130,0.54,0.26,8/13/25,0.95
0.93,1506,D2339,T003,17.1,0.67,4.0,20,2,0.98,259,0.68,81,0.081,25,5,9,21,0.45,0.1,3/5/25,0.93
0.33,1655,D1462,T008,15.5,0.39,3.5,15,0,0.61,172,0.18,120,0.125,3,14,5,232,0.25,0.01,6/2/25,0.32
0.65,227,D2422,T007,21.1,0.43,5.1,12,8,0.99,130,0.14,261,0.005,12,11,1,179,0.49,0.02,5/1/25,0.73
0.12,1138,D8838,T006,20.2,0.33,3.5,13,5,0.39,231,0.13,185,0.028,6,9,10,34,0.12,0.15,10/12/25,0.96
0.23,1601,D2067,T011,27.2,0.62,6.0,16,5,0.03,357,0.77,252,0.084,13,13,10,254,0.95,0.28,3/30/24,0.49
0.24,2778,D2663,T010,11.2,0.52,3.0,1,4,0.71,90,0.85,127,0.073,25,15,2,198,0.2,0.35,6/17/24,0.8
0.5,2777,D2796,T009,8.7,0.49,5.2,3,8,0.85,24,0.55,160,0.105,1,14,7,274,0.46,0.15,12/4/25,0.33
0.27,2694,D7774,T002,6.3,0.4,5.2,2,2,0.48,321,0.53,44,0.015,2,4,10,283,0.48,0.28,10/2/25,0.59
0.6,1623,D8870,T001,33.3,0.3,5.2,0,1,0.88,30,0.31,165,0.02,4,0,8,5,0.15,0.16,8/6/24,0.56
0.34,595,D7770,T012,9.8,0.46,4.5,18,2,0.26,12,0.95,295,0.06,2,11,10,70,0.36,0.49,4/28/24,0.25
0.39,2514,D9470,T005,39.3,0.61,5.2,19,9,0.34,355,0.38,250,0.077,22,4,10,352,0.95,0.24,9/23/25,0.6
0.64,371,D9770,T004,18.5,0.49,3.0,4,10,0.46,287,0.36,153,0.065,25,12,0,213,0.77,0.49,9/11/25,0.18
0.43,1412,D3576,T003,30.3,0.36,5.2,11,6,0.48,202,0.3,75,0.009,30,7,7,21,0.26,0.4,9/4/24,0.12
0.64,1106,D7440,T008,26.9,0.54,6.0,8,9,0.61,200,0.67,140,0.133,8,4,7,191,0.34,0.06,1/4/24,0.54
0.69,2914,D5047,T007,10.2,0.64,5.0,17,8,0.17,351,0.79,276,0.021,23,14,5,97,0.89,0.36,7/29/24,0.43
0.67,2203,D7944,T006,9.6,0.43,5.0,10,3,0.83,116,0.33,108,0.041,16,9,9,304,0.27,0.34,11/16/25,0.38
0.66,194,D8966,T011,10.2,0.51,4.5,7,2,0.09,283,0.61,92,0.083,23,0,6,77,0.27,0.31,5/7/24,0.63
0.82,492,D4776,T010,3.0,0.46,5.0,1,10,0.98,351,0.15,182,0.042,23,3,9,65,0.85,0.14,8/13/24,0.48
0.16,2424,D6920,T009,49.1,0.41,5.0,1,6,0.44,215,0.83,253,0.074,10,3,10,261,0.25,0.06,2/17/26,0.28
0.73,992,D2059,T002,44.9,0.56,5.2,8,3,0.96,160,0.64,250,0.057,21,12,4,106,0.7,0.47,4/8/25,0.42
0.24,1212,D7110,T001,17.1,0.61,3.0,15,6,0.51,105,0.9,265,0.113,12,0,8,277,0.85,0.42,5/27/24,0.89
0.19,1002,D8276,T012,21.8,0.38,4.0,7,10,0.21,143,0.86,238,0.069,3,12,4,88,0.22,0.42,3/29/25,0.2
0.88,477,D2262,T005,27.4,0.51,3.5,20,2,0.24,317,0.27,95,0.025,25,13,4,118,0.41,0.48,3/9/24,0.15
0.58,468,D8141,T004,2.5,0.35,3.0,2,9,0.93,362,0.28,278,0.057,14,2,8,117,0.04,0.07,10/12/24,0.92
0.74,1887,D9473,T003,17.4,0.49,3.0,2,6,0.91,228,0.12,197,0.054,8,8,4,251,0.57,0.24,9/5/25,0.92
0.78,2228,D2202,T008,26.2,0.7,6.0,18,6,0.5,181,0.6,95,0.133,15,13,4,331,0.73,0.06,9/6/25,0.81
0.25,1243,D9027,T007,8.1,0.42,5.1,5,1,0.98,236,0.52,44,0.036,4,1,3,293,0.85,0.0,11/24/25,0.32
0.8,1611,D7452,T006,16.3,0.57,6.0,5,3,0.51,91,0.34,149,0.08,0,5,0,283,0.78,0.25,5/18/24,0.24
0.42,1304,D1181,T011,46.7,0.76,3.5,17,7,0.35,181,0.92,44,0.131,6,15,0,306,0.89,0.16,4/13/24,0.84
0.32,2010,D7128,T010,20.8,0.32,6.0,6,7,0.95,364,0.11,135,0.066,28,1,2,204,0.23,0.32,2/24/24,0.52
1.0,1326,D5947,T009,10.8,0.55,5.2,15,3,0.87,191,0.86,240,0.136,25,4,0,192,0.12,0.38,2/9/25,0.12
0.96,2340,D3713,T002,8.2,0.53,4.0,6,0,0.73,290,0.28,145,0.063,25,1,1,218,0.57,0.03,11/19/25,0.33
0.54,1647,D5962,T001,7.2,0.46,3.5,14,10,0.62,169,0.79,57,0.117,8,6,4,78,0.04,0.2,1/13/24,0.69
0.23,2234,D8182,T012,23.0,0.37,4.5,12,5,0.37,190,0.74,155,0.004,25,10,9,322,0.27,0.26,2/15/26,0.12
0.47,2652,D6046,T005,21.8,0.52,4.5,2,5,0.41,246,0.46,88,0.045,0,13,0,83,0.57,0.17,8/29/24,0.95
0.49,2523,D9287,T004,27.8,0.56,5.2,8,1,0.46,153,0.34,137,0.045,4,7,2,26,0.94,0.46,1/6/25,0.82
0.54,1157,D4706,T003,16.3,0.54,5.1,10,10,0.68,295,0.17,276,0.135,25,4,10,240,0.46,0.3,1/23/24,0.6
0.65,540,D9435,T008,41.6,0.51,5.2,19,8,0.06,136,0.84,80,0.025,19,9,1,251,0.19,0.43,4/8/24,0.63
0.59,108,D2349,T007,33.9,0.41,4.0,4,4,0.04,241,0.54,54,0.146,28,11,5,26,0.09,0.15,2/10/24,0.26
0.54,1861,D1139,T006,8.0,0.67,4.5,19,2,0.85,120,1.0,202,0.059,3,10,5,207,0.93,0.04,6/2/24,0.36
0.29,370,D6356,T011,40.6,0.27,4.5,8,6,0.78,25,0.53,213,0.023,27,14,2,176,0.03,0.16,2/2/26,0.13
0.32,541,D5956,T010,34.4,0.28,3.5,2,4,0.44,229,0.23,256,0.012,3,7,5,75,0.16,0.46,12/27/25,0.21
0.55,766,D6351,T009,15.3,0.52,5.1,14,5,0.81,355,0.3,224,0.059,7,12,8,340,0.28,0.4,8/3/24,0.53
0.79,1969,D4783,T002,31.4,0.56,5.0,0,6,0.83,22,0.76,252,0.145,13,2,9,275,0.04,0.46,11/18/24,0.36
0.13,111,D4222,T001,7.4,0.3,5.1,16,3,0.39,53,0.11,281,0.051,16,8,3,172,0.36,0.5,3/21/25,0.53
0.97,772,D3957,T012,2.1,0.58,4.0,15,5,0.51,128,0.48,132,0.137,15,4,2,3,0.31,0.48,3/3/25,0.47
